Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),PM10 (ug/m^3),PM2.5 (ug/m^3),Visibility-reducing Particles (Mm^-1)
11/03/2022,13:00,119,1.4,42.0,0.9,25.0,62.1,0.0,1012,13.9,4.5,8
11/03/2022,14:00,137,1.4,42.1,0.8,24.8,62.2,0.0,1012,15.4,5.0,9
11/03/2022,15:00,148,1.5,40.1,0.9,24.5,62.5,0.0,1012,11.4,3.9,7
11/03/2022,16:00,136,1.3,41.1,0.9,23.9,64.1,0.0,1012,16.4,5.0,9
11/03/2022,17:00,139,1.2,47.9,0.9,23.3,65.3,0.0,1013,15.2,5.1,9
11/03/2022,18:00,164,1.3,37.0,0.7,23.1,63.8,0.0,1014,16.8,5.5,10
11/03/2022,19:00,159,1.1,41.6,0.7,23.0,62.9,0.0,1014,17.4,5.9,11
11/03/2022,20:00,184,1.5,34.7,0.8,22.8,62.8,0.0,1015,16.7,5.7,10
11/03/2022,21:00,187,1.5,34.2,0.8,22.3,64.8,0.0,1015,15.3,5.5,9
11/03/2022,22:00,182,1.4,35.3,0.8,22.0,66.7,0.0,1015,13.5,5.3,9
11/03/2022,23:00,210,0.5,55.4,0.4,21.9,69.5,0.0,1015,13.1,4.8,8
12/03/2022,00:00,219,0.5,62.0,0.4,21.5,72.8,0.0,1014,9.5,3.4,6
12/03/2022,01:00,213,0.5,59.0,0.5,21.1,74.1,0.0,1014,8.9,3.3,5
12/03/2022,02:00,214,0.5,65.3,0.4,20.8,73.9,0.0,1014,10.0,3.0,4
12/03/2022,03:00,213,0.6,55.1,0.4,20.7,74.0,0.0,1014,10.0,3.2,5
12/03/2022,04:00,215,0.6,53.1,0.4,20.1,79.7,0.0,1014,8.6,2.9,4
12/03/2022,05:00,218,0.8,51.4,0.6,20.2,75.0,0.0,1015,7.2,1.9,3
12/03/2022,06:00,215,0.7,55.4,0.6,20.8,70.9,0.0,1015,8.3,2.1,3
12/03/2022,07:00,216,0.6,60.3,0.6,22.2,64.3,0.0,1016,10.7,2.9,4
12/03/2022,08:00,186,1.2,41.5,0.7,23.5,59.2,0.0,1016,12.0,3.8,6
12/03/2022,09:00,187,1.3,48.1,0.8,24.9,53.5,0.0,1016,12.8,4.3,6
12/03/2022,10:00,142,1.4,40.7,0.9,25.6,49.3,0.0,1016,11.4,4.2,6
12/03/2022,11:00,142,1.5,40.8,0.8,25.0,53.4,0.0,1016,14.3,4.8,8
12/03/2022,12:00,141,1.7,36.2,0.9,25.8,47.8,0.0,1015,16.0,4.9,7
12/03/2022,13:00,150,1.5,39.1,0.8,25.5,48.9,0.0,1015,13.8,5.0,7
12/03/2022,14:00,141,1.3,39.6,0.9,25.5,48.7,0.0,1015,14.8,5.0,7
12/03/2022,15:00,142,1.6,41.3,0.9,25.3,50.2,0.0,1015,16.4,5.1,7
12/03/2022,16:00,140,1.5,37.8,0.9,25.0,51.6,0.0,1015,14.3,5.0,7
12/03/2022,17:00,132,1.5,40.3,0.9,24.1,56.0,0.0,1015,14.9,5.1,7
12/03/2022,18:00,136,1.2,42.2,0.7,23.3,60.3,0.0,1016,16.1,5.5,9
12/03/2022,19:00,131,0.8,40.5,0.5,23.0,60.9,0.0,1016,16.7,5.8,10
12/03/2022,20:00,186,1.0,36.3,0.5,22.8,60.0,0.0,1017,16.2,6.2,12
12/03/2022,21:00,201,0.7,35.9,0.4,22.4,60.6,0.0,1017,16.9,6.0,12
12/03/2022,22:00,212,0.7,44.4,0.5,21.7,62.7,0.0,1017,15.9,6.4,13
12/03/2022,23:00,216,0.7,52.8,0.5,,,,,,,
13/03/2022,00:00,216,0.8,44.8,0.6,20.7,65.5,0.0,1017,13.4,5.0,10
13/03/2022,01:00,219,0.7,52.4,0.6,20.4,66.6,0.0,1016,12.5,4.5,6
13/03/2022,02:00,218,0.5,55.7,0.4,20.1,69.3,0.0,1016,11.9,4.5,7
13/03/2022,03:00,219,0.6,48.1,0.5,,,,,,,
13/03/2022,04:00,217,0.7,49.3,0.5,,,,,,,
13/03/2022,05:00,221,0.4,56.9,0.4,19.5,73.6,0.0,1016,,,7
13/03/2022,06:00,238,0.3,80.9,0.3,,,,,,,
13/03/2022,07:00,209,0.6,63.6,0.5,,,,,,,
13/03/2022,08:00,210,0.5,74.9,0.5,23.3,59.5,0.0,1017,,,7
13/03/2022,09:00,180,1.1,47.8,0.8,,,,,,,
13/03/2022,10:00,169,1.6,36.8,0.9,,,,,,,
13/03/2022,11:00,117,1.1,51.6,0.9,26.7,44.7,0.0,1017,,,6
13/03/2022,12:00,161,1.6,42.2,0.9,,,,,,,
13/03/2022,13:00,144,1.5,42.9,1.0,,,,,,,
13/03/2022,14:00,151,1.7,37.9,0.9,,,,,,,
13/03/2022,15:00,138,1.8,36.2,1.0,,,,,,,
13/03/2022,16:00,154,1.7,37.0,1.0,25.2,53.1,0.0,1015,,,6
13/03/2022,17:00,151,1.3,40.5,0.8,,,,,,,
13/03/2022,18:00,147,1.0,39.8,0.6,,,,,,,
13/03/2022,19:00,182,1.0,42.0,0.6,,,,,,,
13/03/2022,20:00,191,0.9,41.5,0.5,22.4,62.1,0.0,1016,,,8
13/03/2022,21:00,198,0.7,27.7,0.3,,,,,,,
13/03/2022,22:00,192,0.5,63.4,0.4,21.9,64.1,0.0,1016,,,7
13/03/2022,23:00,215,0.7,47.6,0.5,,,,,,,
14/03/2022,00:00,229,0.2,83.1,0.4,,,,,,,
14/03/2022,01:00,238,0.2,67.9,0.3,,,,,,,
14/03/2022,02:00,225,0.4,61.7,0.4,,,,,,,
14/03/2022,03:00,227,0.4,60.7,0.4,,,,,,,
14/03/2022,04:00,220,0.5,71.4,0.5,,,,,,,
14/03/2022,05:00,229,0.3,70.1,0.4,,,,,,,
14/03/2022,06:00,259,0.3,70.9,0.4,,,,,,,
14/03/2022,07:00,216,0.4,75.4,0.5,,,,,,,
14/03/2022,08:00,206,0.7,59.8,0.6,,,,,,,
14/03/2022,09:00,198,1.3,43.3,0.8,,,,,,,
14/03/2022,10:00,189,1.3,36.9,0.7,,,,,,,
14/03/2022,11:00,179,1.3,38.5,0.7,,,,,,,
14/03/2022,12:00,177,1.3,40.4,0.7,,,,,,,
14/03/2022,13:00,142,0.8,49.2,0.7,,,,,,,
14/03/2022,14:00,107,1.2,41.6,0.7,,,,,,,
14/03/2022,15:00,137,1.3,42.9,0.8,26.3,50.1,0.0,1012,14.9,4.2,6
14/03/2022,16:00,141,1.5,40.8,0.9,26.2,46.3,0.0,1012,14.4,3.3,5
14/03/2022,17:00,137,1.1,39.3,0.6,25.2,51.5,0.0,1012,14.2,3.7,6
14/03/2022,18:00,123,0.8,43.0,0.5,,,,,,,
14/03/2022,19:00,145,0.7,47.8,0.5,,,,,,,
14/03/2022,20:00,165,1.3,43.0,0.8,,,,,,,
14/03/2022,21:00,183,1.4,33.5,0.8,,,,,,,
14/03/2022,22:00,195,0.8,45.5,0.5,,,,,,,
14/03/2022,23:00,221,0.5,64.7,0.5,22.0,63.1,0.0,1014,11.3,4.2,7
15/03/2022,00:00,225,0.5,60.6,0.5,21.4,65.0,0.0,1013,13.3,4.3,7
15/03/2022,01:00,222,0.3,72.2,0.3,21.0,66.9,0.0,1013,13.8,4.3,6
15/03/2022,02:00,233,0.3,73.3,0.3,20.9,66.0,0.0,1012,16.1,4.7,6
15/03/2022,03:00,234,0.3,75.8,0.4,20.9,66.2,0.0,1012,16.4,4.8,7
15/03/2022,04:00,223,0.4,61.9,0.4,20.9,66.8,0.0,1012,13.4,4.5,7
15/03/2022,05:00,223,0.5,59.9,0.5,20.7,68.5,0.0,1012,12.6,4.5,7
15/03/2022,06:00,218,0.5,63.4,0.5,21.0,68.4,0.0,1013,15.3,5.0,9
15/03/2022,07:00,215,0.7,55.7,0.6,22.0,65.9,0.0,1013,18.1,5.0,9
15/03/2022,08:00,213,1.0,47.1,0.7,23.3,61.8,0.0,1014,15.9,4.1,7
15/03/2022,09:00,206,1.1,48.4,0.7,24.8,57.0,0.0,1014,15.9,4.0,6
15/03/2022,10:00,187,1.6,40.0,0.9,25.1,57.2,0.0,1014,15.9,4.3,7
15/03/2022,11:00,191,1.6,37.2,0.9,25.5,57.5,0.0,1013,16.5,4.6,8
15/03/2022,12:00,157,0.9,37.4,0.7,24.9,64.7,0.1,1013,14.9,4.9,9
15/03/2022,13:00,139,2.0,39.4,1.1,24.8,61.4,0.0,1012,15.3,4.3,7
15/03/2022,14:00,178,1.7,36.6,1.0,25.7,56.4,0.0,1012,14.7,4.8,8
15/03/2022,15:00,154,1.6,40.2,1.0,25.1,59.9,0.0,1012,19.3,6.0,11
15/03/2022,16:00,159,1.0,41.8,0.7,24.8,60.2,0.0,1012,20.8,6.8,13
15/03/2022,17:00,134,0.6,47.7,0.4,24.7,58.9,0.0,1012,23.3,6.9,13
15/03/2022,18:00,110,0.8,43.2,0.5,24.2,56.7,0.0,1012,23.3,6.7,11
15/03/2022,19:00,113,0.5,48.5,0.3,23.6,59.5,0.0,1013,23.7,7.0,12
15/03/2022,20:00,184,0.8,42.0,0.4,23.1,63.1,0.0,1013,24.7,7.4,14
15/03/2022,21:00,196,0.7,46.0,0.5,23.0,61.5,0.0,1014,17.7,6.1,11
15/03/2022,22:00,204,0.6,48.3,0.4,22.7,62.5,0.0,1014,18.6,6.3,10
15/03/2022,23:00,220,0.4,61.4,0.3,22.4,63.1,0.0,1013,17.0,5.8,11
16/03/2022,00:00,222,0.5,57.9,0.4,22.0,65.8,0.0,1013,15.4,5.7,10
16/03/2022,01:00,224,0.5,67.1,0.5,21.6,68.2,0.0,1012,16.5,5.7,8
16/03/2022,02:00,250,0.2,80.4,0.3,21.1,70.5,0.0,1012,20.6,6.0,10
16/03/2022,03:00,244,0.3,68.2,0.4,21.0,70.4,0.0,1011,18.8,5.7,9
16/03/2022,04:00,233,0.4,67.0,0.4,20.7,71.5,0.0,1012,13.3,4.9,8
16/03/2022,05:00,229,0.5,59.4,0.5,20.5,72.8,0.0,1012,13.6,4.8,8
16/03/2022,06:00,230,0.4,74.5,0.5,20.5,72.9,0.0,1013,20.4,5.6,10
16/03/2022,07:00,233,0.3,89.3,0.4,21.3,69.8,0.0,1013,19.3,5.5,10
16/03/2022,08:00,214,0.6,55.2,0.5,22.8,64.7,0.0,1014,16.7,5.1,10
16/03/2022,09:00,200,0.9,59.6,0.7,24.8,57.5,0.0,1014,20.6,5.2,10
16/03/2022,10:00,194,1.7,32.6,0.9,25.4,53.0,0.0,1014,17.4,5.6,9
16/03/2022,11:00,196,1.0,50.9,0.7,26.5,49.1,0.0,1013,16.4,5.1,8
16/03/2022,12:00,192,0.9,53.1,0.7,27.1,47.2,0.0,1012,16.5,5.4,9
16/03/2022,13:00,126,0.4,55.2,0.5,27.8,46.1,0.0,1011,17.3,5.4,9
16/03/2022,14:00,73,0.4,55.0,0.6,27.4,51.3,0.0,1010,23.5,6.5,12
16/03/2022,15:00,144,1.4,41.0,0.9,27.3,51.4,0.0,1010,14.4,4.5,7
16/03/2022,16:00,124,1.6,35.6,0.8,26.4,55.6,0.0,1010,16.0,4.7,7
16/03/2022,17:00,123,1.3,35.1,0.8,25.5,58.0,0.0,1011,13.6,4.5,7
16/03/2022,18:00,118,0.8,46.1,0.5,24.8,63.9,0.0,1012,16.2,5.3,8
16/03/2022,19:00,154,0.6,48.6,0.5,24.3,66.5,0.0,1012,16.9,5.6,10
16/03/2022,20:00,175,0.9,37.5,0.5,24.0,68.0,0.0,1013,16.1,5.6,10
16/03/2022,21:00,185,1.0,34.7,0.5,23.5,68.7,0.0,1013,15.3,5.7,10
16/03/2022,22:00,196,0.9,38.8,0.5,23.2,69.1,0.0,1013,16.4,5.5,10
16/03/2022,23:00,214,0.7,46.8,0.5,22.3,73.8,0.0,1012,13.6,5.1,10
17/03/2022,00:00,214,0.4,63.0,0.3,21.8,76.2,0.0,1012,11.0,4.3,7
17/03/2022,01:00,237,0.2,73.3,0.3,21.8,75.9,0.0,1011,10.0,4.0,5
17/03/2022,02:00,219,0.4,68.0,0.4,21.4,76.8,0.0,1011,10.8,4.2,6
17/03/2022,03:00,206,0.2,79.0,0.3,21.6,75.5,0.0,1011,12.2,4.3,7
17/03/2022,04:00,225,0.3,69.5,0.3,21.5,74.8,0.0,1011,10.6,4.2,7
17/03/2022,05:00,216,0.3,74.6,0.3,21.3,75.7,0.0,1012,13.0,4.3,7
17/03/2022,06:00,231,0.5,66.5,0.5,21.8,73.0,0.0,1012,14.1,4.6,8
17/03/2022,07:00,227,0.4,66.9,0.5,23.1,68.1,0.0,1013,19.1,5.4,10
17/03/2022,08:00,209,0.7,62.7,0.6,24.6,62.1,0.0,1013,24.7,6.5,13
17/03/2022,09:00,201,0.9,56.4,0.7,26.1,54.8,0.0,1013,16.5,4.8,8
17/03/2022,10:00,184,0.9,52.4,0.6,27.2,50.3,0.0,1012,16.0,4.8,8
17/03/2022,11:00,190,1.1,46.4,0.7,28.0,47.3,0.0,1011,17.4,4.8,8
17/03/2022,12:00,177,1.1,45.6,0.7,28.5,44.7,0.0,1010,14.7,4.7,7
17/03/2022,13:00,154,0.9,50.0,0.7,29.0,44.2,0.0,1009,18.8,5.1,8
17/03/2022,14:00,144,1.1,46.5,0.7,28.7,48.5,0.0,1009,19.3,5.9,10
17/03/2022,15:00,130,1.3,44.0,0.8,28.1,50.5,0.0,1008,20.3,5.9,10
17/03/2022,16:00,111,1.6,35.3,1.0,27.0,55.8,0.0,1009,19.3,5.8,10
17/03/2022,17:00,133,1.3,40.6,0.7,25.9,61.0,0.0,1009,17.7,6.3,12
17/03/2022,18:00,132,1.3,39.7,0.7,25.2,63.4,0.0,1010,18.0,6.4,12
17/03/2022,19:00,112,0.9,45.8,0.5,24.8,66.6,0.0,1011,18.6,6.9,13
17/03/2022,20:00,154,0.9,42.1,0.5,24.3,68.7,0.0,1012,18.3,6.7,13
17/03/2022,21:00,182,1.0,40.4,0.6,24.0,68.0,0.0,1012,16.6,6.0,11
17/03/2022,22:00,192,1.2,32.2,0.5,23.7,67.8,0.0,1011,14.2,5.2,9
17/03/2022,23:00,188,1.0,36.4,0.5,23.4,68.5,0.0,1011,12.5,4.8,8
18/03/2022,00:00,205,0.4,60.2,0.4,23.1,70.4,0.0,1011,13.4,4.8,9
18/03/2022,01:00,216,0.6,55.2,0.4,22.6,72.8,0.0,1010,14.7,5.5,9
18/03/2022,02:00,199,0.6,54.6,0.4,21.8,79.5,0.0,1010,12.2,5.3,10
18/03/2022,03:00,218,0.5,56.3,0.4,21.6,80.6,0.0,1009,12.1,5.4,12
18/03/2022,04:00,210,0.6,60.0,0.5,21.5,79.1,0.0,1009,13.8,5.5,13
18/03/2022,05:00,225,0.3,65.2,0.3,21.4,78.1,0.0,1010,13.4,5.3,12
18/03/2022,06:00,226,0.4,59.4,0.4,21.6,77.7,0.0,1010,12.8,5.0,11
18/03/2022,07:00,210,0.5,66.6,0.5,23.2,70.3,0.0,1011,15.2,5.0,11
18/03/2022,08:00,195,1.3,42.3,0.8,24.6,64.1,0.0,1011,18.2,5.9,12
18/03/2022,09:00,181,1.6,37.9,0.8,25.4,60.1,0.0,1011,18.9,6.1,11
18/03/2022,10:00,177,1.1,46.8,0.8,27.0,51.6,0.0,1010,18.5,6.0,10
18/03/2022,11:00,174,1.2,40.8,0.7,27.2,49.3,0.0,1010,15.6,5.8,9
18/03/2022,12:00,171,1.1,43.3,0.8,27.6,47.4,0.0,1009,19.9,5.6,10
18/03/2022,13:00,108,1.2,42.9,0.9,27.7,51.0,0.0,1009,20.9,6.0,10
18/03/2022,14:00,119,1.7,36.4,0.9,27.0,52.2,0.0,1008,19.1,6.2,10
18/03/2022,15:00,115,2.0,34.4,1.1,26.2,54.3,0.0,1008,19.0,5.9,10
18/03/2022,16:00,110,1.6,40.9,0.9,25.6,54.9,0.0,1009,18.5,6.4,11
18/03/2022,17:00,117,1.3,43.9,0.8,24.8,58.7,0.0,1009,18.5,6.8,12
18/03/2022,18:00,119,0.9,42.7,0.6,24.2,62.3,0.0,1009,18.3,6.8,12
18/03/2022,19:00,143,0.6,51.8,0.4,23.9,64.1,0.0,1010,20.7,7.3,13
18/03/2022,20:00,144,0.6,45.0,0.4,23.8,65.7,0.0,1011,19.6,7.4,14
18/03/2022,21:00,168,0.6,43.8,0.4,23.6,65.4,0.0,1011,20.9,7.2,13
18/03/2022,22:00,185,1.2,39.4,0.7,23.5,64.7,0.0,1011,21.5,7.2,13
18/03/2022,23:00,197,0.8,43.9,0.5,23.0,64.7,0.0,1010,18.1,6.5,12
19/03/2022,00:00,188,1.0,36.3,0.6,22.6,65.0,0.0,1010,18.4,6.6,11
19/03/2022,01:00,205,0.9,34.1,0.5,22.0,66.3,0.0,1009,21.7,7.2,10
19/03/2022,02:00,220,0.5,67.8,0.4,21.7,67.2,0.0,1009,19.2,7.3,12
19/03/2022,03:00,221,0.7,50.4,0.5,21.5,67.0,0.0,1009,17.3,7.4,15
19/03/2022,04:00,227,0.6,53.6,0.5,21.0,68.3,0.0,1009,16.0,6.5,12
19/03/2022,05:00,233,0.3,74.5,0.4,20.9,69.3,0.0,1010,16.6,6.3,11
19/03/2022,06:00,231,0.3,70.0,0.4,20.7,70.7,0.0,1010,15.9,6.0,11
19/03/2022,07:00,216,0.3,76.8,0.4,21.8,66.0,0.0,1010,16.2,5.9,11
19/03/2022,08:00,203,0.9,50.1,0.7,23.7,58.3,0.0,1011,18.9,6.3,11
19/03/2022,09:00,190,1.8,34.7,1.0,25.0,53.6,0.0,1011,18.3,6.1,9
19/03/2022,10:00,183,1.6,32.7,0.9,25.8,49.6,0.0,1011,18.3,6.0,9
19/03/2022,11:00,168,1.4,41.1,0.8,26.8,43.7,0.0,1010,17.1,5.6,8
19/03/2022,12:00,145,1.3,47.8,0.9,27.5,42.1,0.0,1010,16.8,5.5,8
19/03/2022,13:00,130,1.5,42.9,0.8,27.5,44.7,0.0,1009,18.4,5.8,8
19/03/2022,14:00,132,1.5,43.2,1.0,27.6,43.0,0.0,1009,18.2,5.6,8
19/03/2022,15:00,124,1.8,34.6,0.9,27.3,42.4,0.0,1009,17.2,5.4,7
19/03/2022,16:00,137,1.6,37.0,0.8,26.9,44.8,0.0,1009,16.0,5.1,7
19/03/2022,17:00,135,1.4,40.5,0.9,25.6,54.2,0.0,1009,15.8,5.5,10
19/03/2022,18:00,119,1.2,35.1,0.7,24.7,55.8,0.0,1009,14.1,5.0,9
19/03/2022,19:00,115,1.0,43.3,0.6,23.9,61.9,0.0,1010,13.6,5.1,9
19/03/2022,20:00,124,1.0,41.1,0.6,23.8,64.5,0.0,1011,14.7,5.3,10
19/03/2022,21:00,162,0.6,43.6,0.4,23.5,65.9,0.0,1011,14.8,5.5,11
19/03/2022,22:00,212,0.6,41.6,0.4,23.0,67.2,0.0,1011,15.8,6.3,14
19/03/2022,23:00,211,0.6,47.4,0.4,22.8,66.6,0.0,1011,20.4,7.8,18
20/03/2022,00:00,213,0.7,55.3,0.5,22.6,67.7,0.0,1011,11.4,5.5,14
20/03/2022,01:00,214,0.9,38.8,0.6,22.1,70.7,0.0,1010,10.2,4.7,9
20/03/2022,02:00,214,1.0,45.5,0.7,21.8,71.8,0.0,1010,9.4,4.1,8
20/03/2022,03:00,218,0.9,48.1,0.6,21.5,71.8,0.0,1010,9.1,3.8,7
20/03/2022,04:00,219,0.6,53.3,0.5,21.2,73.2,0.0,1010,7.6,3.2,5
20/03/2022,05:00,240,0.4,66.1,0.4,20.9,70.9,0.0,1010,13.3,5.1,9
20/03/2022,06:00,221,0.6,59.2,0.6,21.1,67.5,0.0,1011,20.6,7.0,13
20/03/2022,07:00,213,0.6,57.9,0.5,22.4,60.5,0.0,1011,21.1,7.5,13
20/03/2022,08:00,203,0.9,56.4,0.7,23.7,54.0,0.0,1012,22.5,7.8,11
20/03/2022,09:00,179,1.3,47.4,0.9,24.6,50.1,0.0,1012,21.9,7.6,10
20/03/2022,10:00,181,1.3,38.8,0.8,25.1,48.9,0.0,1011,21.1,7.4,11
20/03/2022,11:00,190,1.2,41.2,0.7,26.0,46.0,0.0,1011,20.5,7.1,11
20/03/2022,12:00,190,0.2,53.5,0.4,26.9,43.2,0.0,1010,19.0,6.8,11
20/03/2022,13:00,155,0.3,64.4,0.4,27.3,42.6,0.0,1010,18.9,7.0,11
20/03/2022,14:00,15,1.2,39.6,0.7,27.0,46.8,0.0,1009,21.3,7.1,11
20/03/2022,15:00,23,1.3,36.8,0.7,27.0,47.9,0.0,1009,19.0,6.6,10
20/03/2022,16:00,15,1.3,31.1,0.7,26.2,52.1,0.0,1009,18.2,6.5,11
20/03/2022,17:00,53,0.9,37.1,0.6,25.3,58.1,0.0,1009,18.6,6.3,11
20/03/2022,18:00,73,0.5,53.9,0.4,24.7,60.4,0.0,1010,18.2,6.8,12
20/03/2022,19:00,82,0.7,36.1,0.4,24.0,60.7,0.0,1011,19.3,7.1,13
20/03/2022,20:00,114,0.6,46.1,0.4,23.5,59.6,0.0,1011,21.0,7.1,12
20/03/2022,21:00,116,0.5,56.6,0.4,22.9,60.9,0.0,1011,20.1,7.2,12
20/03/2022,22:00,146,0.4,57.0,0.4,22.7,62.1,0.0,1011,20.2,7.1,13
20/03/2022,23:00,186,0.4,42.4,0.2,22.4,62.5,0.0,1011,19.5,7.2,13
21/03/2022,00:00,234,0.2,67.1,0.3,22.2,63.1,0.0,1011,19.6,7.5,14
21/03/2022,01:00,245,0.1,78.8,0.3,22.0,62.6,0.0,1010,16.8,6.8,10
21/03/2022,02:00,233,0.2,84.5,0.3,21.6,63.9,0.0,1010,16.1,6.5,11
21/03/2022,03:00,232,0.2,78.2,0.4,21.0,67.7,0.0,1009,33.9,8.6,15
21/03/2022,04:00,236,0.3,67.9,0.3,20.2,71.2,0.0,1009,37.0,8.7,15
21/03/2022,05:00,225,0.4,52.4,0.4,19.8,72.5,0.0,1010,21.8,7.2,14
21/03/2022,06:00,215,0.4,57.9,0.4,20.0,72.6,0.0,1011,19.4,7.0,14
21/03/2022,07:00,219,0.3,77.1,0.4,21.8,64.7,0.0,1011,20.9,7.4,14
21/03/2022,08:00,203,0.9,43.8,0.6,23.0,59.5,0.0,1012,22.1,7.5,14
21/03/2022,09:00,199,0.8,54.6,0.6,24.4,53.2,0.0,1011,28.3,8.3,16
21/03/2022,10:00,195,0.8,56.0,0.5,26.1,46.5,0.0,1011,24.5,7.3,13
21/03/2022,11:00,195,0.6,69.1,0.5,27.4,38.7,0.0,1010,19.4,6.5,10
21/03/2022,12:00,196,0.6,54.2,0.6,28.1,36.8,0.0,1009,20.3,6.5,10
21/03/2022,13:00,156,0.1,59.6,0.5,28.2,37.0,0.0,1009,19.4,6.3,11
21/03/2022,14:00,188,0.3,54.2,0.5,29.0,34.0,0.0,1008,21.4,6.4,10
21/03/2022,15:00,21,1.3,35.3,0.7,27.5,42.6,0.0,1008,23.0,6.5,10
21/03/2022,16:00,27,1.2,38.2,0.7,26.7,48.5,0.0,1008,21.5,6.5,10
21/03/2022,17:00,71,1.0,46.4,0.7,25.3,56.8,0.0,1009,21.1,6.5,11
21/03/2022,18:00,53,0.6,46.0,0.5,24.6,59.6,0.0,1009,19.9,6.6,12
21/03/2022,19:00,92,0.7,40.0,0.4,24.0,61.7,0.0,1010,21.6,7.4,13
21/03/2022,20:00,102,0.7,40.9,0.4,23.5,61.9,0.0,1010,20.0,7.0,12
21/03/2022,21:00,123,0.6,52.0,0.4,23.1,61.9,0.0,1011,20.2,6.8,12
21/03/2022,22:00,176,0.3,61.4,0.4,22.9,61.6,0.0,1010,18.2,6.5,11
21/03/2022,23:00,160,0.4,51.0,0.3,22.7,62.0,0.0,1010,18.1,6.4,11
22/03/2022,00:00,241,0.2,62.1,0.2,22.7,61.6,0.0,1010,17.8,6.7,12
22/03/2022,01:00,269,0.1,74.3,0.2,22.2,61.9,0.0,1010,17.4,6.7,11
22/03/2022,02:00,247,0.1,75.3,0.2,21.8,62.7,0.0,1009,17.5,6.3,11
22/03/2022,03:00,215,0.3,68.2,0.3,21.3,67.0,0.0,1009,19.2,6.3,11
22/03/2022,04:00,220,0.2,85.6,0.3,20.9,68.9,0.0,1009,22.3,7.0,12
22/03/2022,05:00,224,0.1,86.2,0.3,20.6,68.4,0.0,1010,17.0,6.0,11
22/03/2022,06:00,260,0.1,74.8,0.2,21.1,66.7,0.0,1010,21.0,6.3,12
22/03/2022,07:00,265,0.1,94.0,0.3,22.9,60.1,0.0,1010,23.2,6.6,12
22/03/2022,08:00,242,0.2,74.7,0.3,24.6,54.9,0.0,1011,23.8,6.8,12
22/03/2022,09:00,198,0.7,50.5,0.5,25.5,50.8,0.0,1011,19.7,6.7,12
22/03/2022,10:00,190,0.4,63.9,0.4,26.8,45.4,0.0,1010,20.9,7.5,13
22/03/2022,11:00,99,0.1,70.1,0.5,27.3,43.3,0.0,1009,17.8,7.3,13
22/03/2022,12:00,203,0.7,60.9,0.5,28.0,41.8,0.0,1008,17.9,7.1,13
22/03/2022,13:00,22,0.4,49.5,0.5,28.2,41.0,0.0,1008,20.9,7.7,15
22/03/2022,14:00,26,1.1,39.9,0.7,27.7,45.3,0.0,1007,31.8,8.9,18
22/03/2022,15:00,27,1.2,36.2,0.6,27.1,46.4,0.0,1007,26.9,8.8,18
22/03/2022,16:00,39,1.1,37.6,0.7,26.4,48.3,0.0,1007,23.9,7.4,15
22/03/2022,17:00,38,0.9,42.4,0.6,25.6,50.3,0.0,1007,17.4,6.9,13
22/03/2022,18:00,58,0.5,53.9,0.4,25.0,52.9,0.0,1008,16.4,6.4,12
22/03/2022,19:00,64,0.5,55.8,0.3,24.4,56.3,0.0,1008,15.6,6.4,13
22/03/2022,20:00,76,0.4,65.3,0.3,24.1,63.4,0.0,1009,17.0,6.6,14
22/03/2022,21:00,49,0.4,56.3,0.4,23.8,66.9,0.0,1009,23.4,7.1,15
22/03/2022,22:00,1,0.5,38.2,0.3,23.4,66.7,0.0,1009,17.6,6.6,13
22/03/2022,23:00,341,0.5,41.3,0.3,23.0,68.4,0.0,1009,18.8,6.8,14
23/03/2022,00:00,333,0.3,39.8,0.1,22.7,70.2,0.0,1008,18.8,7.0,14
23/03/2022,01:00,238,0.1,66.1,0.2,22.3,72.1,0.0,1008,16.1,6.3,11
23/03/2022,02:00,212,0.5,37.7,0.3,21.3,76.5,0.0,1007,20.7,7.7,17
23/03/2022,03:00,211,0.7,27.7,0.3,20.6,77.6,0.0,1007,24.0,7.6,16
23/03/2022,04:00,267,0.1,78.4,0.2,20.4,75.6,0.0,1007,39.4,10.2,20
23/03/2022,05:00,271,0.2,65.2,0.2,20.2,75.2,0.0,1007,32.7,9.8,19
23/03/2022,06:00,289,0.2,58.0,0.2,20.7,73.4,0.0,1008,27.0,8.8,19
23/03/2022,07:00,280,0.1,71.9,0.2,22.7,66.2,0.0,1009,24.7,8.5,18
23/03/2022,08:00,217,0.2,70.5,0.4,24.3,61.3,0.0,1009,27.1,9.0,22
23/03/2022,09:00,333,0.4,66.0,0.4,26.2,54.1,0.0,1009,22.7,8.1,17
23/03/2022,10:00,334,0.3,65.5,0.3,28.0,48.0,0.0,1008,19.2,7.8,16
23/03/2022,11:00,358,0.4,55.9,0.4,29.0,45.5,0.0,1007,22.9,8.8,19
23/03/2022,12:00,257,0.3,61.5,0.4,29.3,44.4,0.0,1007,24.9,9.4,21
23/03/2022,13:00,4,0.9,46.8,0.5,30.0,43.5,0.0,1006,26.1,9.8,22
23/03/2022,14:00,8,1.6,27.6,0.8,29.2,50.0,0.0,1005,24.7,9.3,22
